,PCS_OFF_ID,tip_id,matched_tip_id
721,1865580.0,,343
722,1130727.0,,344
723,1020683.0,,344
724,1872657.0,,344
725,316655.0,,344
726,910317.0,,346
727,748742.0,,346
728,868981.0,,346
729,953402.0,,346
730,284325.0,,348
731,346039.0,,348
732,812864.0,,348
733,882387.0,,348
734,1475130.0,,349
735,1368875.0,,349
736,289334.0,,349
737,551548.0,,349
738,703010.0,,352
739,535994.0,,352
740,889627.0,,352
741,915703.0,,352
742,1629034.0,,354
743,930076.0,,354
744,919570.0,,354
745,744312.0,,354
746,1260246.0,,356
747,1143955.0,,356
748,92812.0,,356
749,1185976.0,,356
750,1750469.0,,357
751,150914.0,,357
752,850317.0,,357
753,304328.0,,357
754,1102169.0,,358
755,1315155.0,,358
756,1430495.0,,358
757,1479539.0,,358
758,1217603.0,,359
759,1367679.0,,359
760,1683423.0,,359
761,661212.0,,361
762,890804.0,,361
763,840401.0,,361
764,435843.0,,361
765,1179295.0,,363
766,230911.0,,363
767,1619621.0,,363
768,1062318.0,,363
769,1491505.0,,370
770,1366718.0,,370
771,192605.0,,370
772,1319073.0,,370
773,885861.0,,372
774,689499.0,,372
775,465397.0,,372
776,1405719.0,,372
777,1273232.0,,374
778,1804022.0,,374
779,1672063.0,,374
780,1460442.0,,374
781,1715239.0,,377
782,1366906.0,,377
783,1253098.0,,377
784,1102901.0,,377
785,897441.0,,378
786,1485651.0,,378
787,327853.0,,378
788,1180407.0,,378
789,1423494.0,,381
790,1722145.0,,381
791,1619463.0,,381
792,1499354.0,,381
793,868250.0,,384
794,290872.0,,384
795,1414292.0,,384
796,926226.0,,384
797,1303293.0,,385
798,1351112.0,,390
799,1728572.0,,390
800,1009394.0,,390
801,1753972.0,,390
802,1324395.0,,391
803,1028261.0,,391
804,90006.0,,391
805,1838997.0,,391
806,1892473.0,,395
807,1188417.0,,395
808,299273.0,,395
809,1299236.0,,395
810,856124.0,,401
811,865002.0,,401
812,865658.0,,401
813,840604.0,,401
814,1354720.0,,402
815,1435683.0,,402
816,1491385.0,,402
817,1556250.0,,402
818,868334.0,,404
819,1518321.0,,404
820,407444.0,,409
821,858399.0,,409
822,355345.0,,409
823,1535173.0,,409
824,1688884.0,,410
825,172226.0,,410
826,1464888.0,,410
827,1803715.0,,410
828,1349104.0,,413
829,1453804.0,,413
830,812446.0,,414
831,802281.0,,414
832,892000.0,,414
833,767409.0,,414
834,1278248.0,,415
835,1236576.0,,415
836,1639473.0,,415
837,1243633.0,,415
838,718287.0,,419
839,437599.0,,419
840,1384654.0,,419
841,1909097.0,,419
842,114379.0,,422
843,,1478.0,422
844,439438.0,,422
845,1246447.0,,422
846,246600.0,,425
847,1544002.0,,425
848,280460.0,,425
849,659224.0,,425
850,916975.0,,427
851,796416.0,,427
852,785444.0,,427
853,900362.0,,427
854,1377222.0,,429
855,1661777.0,,430
856,1639605.0,,430
857,1544337.0,,430
858,1202153.0,,430
859,709290.0,,431
860,720171.0,,434
861,845286.0,,434
862,1496386.0,,435
863,871685.0,,435
864,308276.0,,435
865,274578.0,,435
866,70124.0,,437
867,105490.0,,437
868,1732663.0,,437
869,1281421.0,,437
870,1778253.0,,439
871,1604769.0,,439
872,1464367.0,,442
873,1017092.0,,442
874,176417.0,,442
875,1866846.0,,442
876,663609.0,,443
